topic,category,error
Rouge Valley System heritage park designation,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
postal service vs nuclear submarines,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
CEIC enforcement action and foreign policy,Foreign Affairs & Defence,
Canada Post office conversions and closures,Government Operations & Ethics,
closing of post offices,Government Operations & Ethics,
timeliness of government responses to the House,Parliamentary Affairs,
refugee contributions to Canadian society,"Justice, Rights & Immigration",
refugee status determination criteria,"Justice, Rights & Immigration",
parliamentary reform and disruption of members' lives,Parliamentary Affairs,
Atomic Energy of Canada irradiated food,Agriculture & Natural Resources,
Trans-Canada Highway and regional economic development,Trade & Industry,
Trans-Canada Highway maintenance funding,Trade & Industry,
Trans-Labrador Highway funding,Trade & Industry,
TransCanada highway funding for Newfoundland,Trade & Industry,
Newfoundland transportation system agreement,Trade & Industry,
submarine program funding,Foreign Affairs & Defence,
tax arrangements for farmers dispersing herds,Agriculture & Natural Resources,
parliamentary attendance and pay,Parliamentary Affairs,
opposition to free trade agreement legislation,Trade & Industry,
criticism of government defence spending and promises,Foreign Affairs & Defence,
extension of sittings and parliamentary procedure,Parliamentary Affairs,
human rights behind the Iron Curtain,Foreign Affairs & Defence,
Quebec election results and party performance,Intergovernmental & Constitutional Affairs,
bank service charges on consumer accounts,Economic & Fiscal Policy,
construction of Matte Boulevard in Brossard,Trade & Industry,
compensation for Marine Atlantic workers,Social Policy,
bank service charges advertisement accuracy,Economic & Fiscal Policy,
environmental assessment process,Agriculture & Natural Resources,
highway agreements with provinces,Intergovernmental & Constitutional Affairs,
federal-provincial transportation agreements,Intergovernmental & Constitutional Affairs,
investigation into military accidents,Foreign Affairs & Defence,
free trade and Canadian identity,Trade & Industry,
federal policy on water export,Agriculture & Natural Resources,
Canada's economic future and competitiveness,Economic & Fiscal Policy,
Canadian concerns in government negotiations,Government Operations & Ethics,
addressing the chair,Parliamentary Affairs,
Canada-U.S. Free Trade Agreement federalism,Intergovernmental & Constitutional Affairs,
NDP position on free trade agreement,Trade & Industry,
free trade agreement implications,Trade & Industry,
UK fur labelling regulation and international trade,Trade & Industry,
Rafferty and Alameda Dam water treaty,Agriculture & Natural Resources,
allotted days order of business,Parliamentary Affairs,
supply motion and bank service charges,Economic & Fiscal Policy,
Supply motion non-confidence vote,Parliamentary Affairs,
Meech Lake Accord vote,Intergovernmental & Constitutional Affairs,
soliciting funds from banks,Government Operations & Ethics,
government negligence in a tragedy,Government Operations & Ethics,
Canada-US free trade agreement and wheat exports,Trade & Industry,
individual freedom to pursue career,"Justice, Rights & Immigration",
affordable housing initiatives,Social Policy,
housing policy changes,Social Policy,
financial services ombudsperson,Government Operations & Ethics,
ombudsman for bank service charges,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
personal relationships in business,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
personal philosophy of self-reliance,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
tabling of Commonwealth Parliamentary Association report,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
abortion legislation and unborn child protection,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
F-5 fighter repair and upgrading contract,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
western provincial funding,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
farmers drought program,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Air Canada aircraft purchase decision,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
assistance to cattle producers,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
CN workers' confusion over government package,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Bell Canada operators and technicians strike,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
investment in training and education,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
funding for scientific research and development,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
constitutional protection for property rights,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
prohibition of pornography and hate literature,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
flow-through investments and program expenditure cap,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
mining subsidies and trade agreement status,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Canadian Exploration Incentive Program Act,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
free trade agreement referendum,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
anti-government propaganda spending,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
trade deal and dependence on US,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
older workers and unemployment insurance,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
South African Embassy propaganda in Canada,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
action against threats and intimidation,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Eel Ground Band food fishing allocation,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
draft trust and loan Bill modifications,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Goodyear inter-corporate transfers and levies,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Canada-U.S. Free trade Agreement poultry imports,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Canada-US trade and GATT,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
trade policy and economic growth,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
heritage railway stations bill passage,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Rafferty-Alameda dam environmental impact,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Native women's employment and government neglect,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
Minister for International Trade's competence,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Trade & Industry"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Justice, Rights & Immigration"",
""Trade & Industry"",
""Intergovernmental & Constitutio"
