topic,category,error
northern Canada development and nationhood,Indigenous & Northern Affairs,
northern Canada development policy,Indigenous & Northern Affairs,
northern Canada economic and social policies,Indigenous & Northern Affairs,
northern Canada environment and resource management,Indigenous & Northern Affairs,
northern Canada military operations,Foreign Affairs & Defence,
northern Canada's place in national identity,Indigenous & Northern Affairs,
northern Canadian Arctic services and transportation,Indigenous & Northern Affairs,
northern Ontario development and representation,Government Operations & Ethics,
northern Ontario development organizations,Trade & Industry,
northern Ontario economic development,Economic & Fiscal Policy,
northern Ontario employment and infrastructure,Economic & Fiscal Policy,
northern Ontario natural gas stock issue,Agriculture & Natural Resources,
northern Ontario pulp and paper strike,Trade & Industry,
northern Ontario recovery package details,Economic & Fiscal Policy,
northern Ontario recovery package substance,Economic & Fiscal Policy,
northern Ontario representation in the House of Commons,Intergovernmental & Constitutional Affairs,
northern Ontario resource development,Agriculture & Natural Resources,
northern administration and purchasing,Government Operations & Ethics,
northern affairs committee visit to Northwest Territories,Indigenous & Northern Affairs,
northern affairs minister's statement on treaty,Intergovernmental & Constitutional Affairs,
northern air services consultation,Government Operations & Ethics,
northern air travel and deregulation,Trade & Industry,
northern air travel conditions and alternatives,Trade & Industry,
northern air travel equipment capital program,Agriculture & Natural Resources,
northern air travel routes,Trade & Industry,
northern air travel subsidies,Trade & Industry,
northern airline owner-operator concerns,Trade & Industry,
northern airline policy and user fees,Agriculture & Natural Resources,
northern airline service reductions,Intergovernmental & Constitutional Affairs,
northern allowance as earnings for benefit purposes,Social Policy,
northern allowances and taxation,Economic & Fiscal Policy,
northern benefits input from various groups,Indigenous & Northern Affairs,
northern benefits provision in Income Tax Act,Economic & Fiscal Policy,
northern business preferences,Trade & Industry,
northern climate community development,Indigenous & Northern Affairs,
northern cod allocation and French fishing rights,Agriculture & Natural Resources,
northern cod and Atlantic fisheries programs,Agriculture & Natural Resources,
northern cod and flatfish stocks,Agriculture & Natural Resources,
northern cod benefit for Newfoundland,Agriculture & Natural Resources,
northern cod catch reduction and adjustment program,Agriculture & Natural Resources,
northern cod fishery and environmental concerns,Agriculture & Natural Resources,
northern cod fishing access for local fishermen,Agriculture & Natural Resources,
northern cod fishing policy,Agriculture & Natural Resources,
northern cod quota projections,Agriculture & Natural Resources,
northern cod stock and fishing rights,Agriculture & Natural Resources,
northern cod stock cut-backs,Agriculture & Natural Resources,
northern cod stock location,Agriculture & Natural Resources,
northern cod stock management,Agriculture & Natural Resources,
northern cod stock quotas and foreign fishing,Agriculture & Natural Resources,
northern cod stocks and Newfoundland fishery,Agriculture & Natural Resources,
northern communities' economic hardship,Economic & Fiscal Policy,
northern defence forces re-equipment program,Foreign Affairs & Defence,
northern development and administration,Indigenous & Northern Affairs,
northern development and its challenges,Indigenous & Northern Affairs,
northern development and land claims,Indigenous & Northern Affairs,
northern development and metropolitan growth,Indigenous & Northern Affairs,
northern development and native issues,Indigenous & Northern Affairs,
northern development and native people,Indigenous & Northern Affairs,
northern development and native peoples' rights,Indigenous & Northern Affairs,
northern development and pollution control,Indigenous & Northern Affairs,
northern development and private enterprise,Trade & Industry,
northern development and resource regulations,Agriculture & Natural Resources,
northern development and road to resources program,Indigenous & Northern Affairs,
northern development and territorial political change,Indigenous & Northern Affairs,
northern development and territorial rights,Indigenous & Northern Affairs,
northern development and transportation,Trade & Industry,
northern development and transportation policy,Indigenous & Northern Affairs,
northern development bill review,Indigenous & Northern Affairs,
northern development expenditures 1957-1962,Indigenous & Northern Affairs,
northern development financial aspects,Indigenous & Northern Affairs,
northern development funding,Indigenous & Northern Affairs,
northern development plan,Agriculture & Natural Resources,
northern development policy,Intergovernmental & Constitutional Affairs,
northern development program objectives,Indigenous & Northern Affairs,
northern development program planning,Indigenous & Northern Affairs,
northern development programs,Indigenous & Northern Affairs,
northern development resolution,Indigenous & Northern Affairs,
northern development roads policy,Government Operations & Ethics,
northern development strategy and regional incentives,Indigenous & Northern Affairs,
northern development task force report,Indigenous & Northern Affairs,
northern development vs. economic recovery,Economic & Fiscal Policy,
northern economic development and employment,Economic & Fiscal Policy,
northern economic development and environmental problems,Agriculture & Natural Resources,
northern economic development and government policy,Indigenous & Northern Affairs,
northern economic development strategy,Indigenous & Northern Affairs,
northern education and local consultation,Social Policy,
northern education for native children,Indigenous & Northern Affairs,
northern energy costs and benefits,Indigenous & Northern Affairs,
northern energy policy and power needs,Agriculture & Natural Resources,
northern energy regulations,Agriculture & Natural Resources,
northern games and international relations,Foreign Affairs & Defence,
northern gas pipeline and energy security,Agriculture & Natural Resources,
northern gas pipeline contracts and committee organization,Agriculture & Natural Resources,
northern gas pipeline costs,Agriculture & Natural Resources,
northern health and housing infrastructure,Social Policy,
northern health and mortality rates,Social Policy,
northern health services funding,Social Policy,
northern highway development and freight movement,Agriculture & Natural Resources,
northern housing programs,Social Policy,
northern housing shortages and development,Social Policy,
northern land use regulations,Indigenous & Northern Affairs,
northern lands and waters legislation,Indigenous & Northern Affairs,
northern mail service and postal rates,Government Operations & Ethics,
northern members' representation,Indigenous & Northern Affairs,
northern mineral prospecting and mining policy,Agriculture & Natural Resources,
northern minerals and Pine Point mine ore,Agriculture & Natural Resources,
northern natural gas pipeline agreement,Agriculture & Natural Resources,
northern oil and gas development policy,Agriculture & Natural Resources,
northern oil and gas distribution,Agriculture & Natural Resources,
northern oil and gas regulations,Agriculture & Natural Resources,
northern people's rights,Indigenous & Northern Affairs,
northern peoples and Canadian interest,Indigenous & Northern Affairs,
northern petroleum resources development,Agriculture & Natural Resources,
northern pipeline agency costs,Trade & Industry,
northern pipeline and energy self-reliance,Agriculture & Natural Resources,
northern pipeline and oil availability,Agriculture & Natural Resources,
northern pipeline construction economics,Agriculture & Natural Resources,
northern pipeline corridor concept,Agriculture & Natural Resources,
northern pipeline expansion and Canadian gas market,Agriculture & Natural Resources,
