topic,category,error
taxation of personal vehicle use,Economic & Fiscal Policy,
taxation of policy loan distributions,Economic & Fiscal Policy,
taxation of printed word,Economic & Fiscal Policy,
taxation of prior year payments,Economic & Fiscal Policy,
taxation of professional overhead costs,Economic & Fiscal Policy,
taxation of professional services,Economic & Fiscal Policy,
taxation of provincial grants,Economic & Fiscal Policy,
taxation of real estate development costs,Economic & Fiscal Policy,
taxation of registrar fees,Economic & Fiscal Policy,
taxation of religious materials,Economic & Fiscal Policy,
taxation of remote work site allowances,Economic & Fiscal Policy,
taxation of restaurant food,Economic & Fiscal Policy,
taxation of retirement savings,Economic & Fiscal Policy,
taxation of senior citizens' pensions and benefits,Economic & Fiscal Policy,
taxation of senior citizens' retirement income,Economic & Fiscal Policy,
taxation of senior incomes,Social Policy,
taxation of ship financing and rents,Economic & Fiscal Policy,
taxation of small and family industries,Economic & Fiscal Policy,
taxation of small businesses and individuals,Economic & Fiscal Policy,
taxation of small businesses selling hunting supplies,Economic & Fiscal Policy,
taxation of small income families,Economic & Fiscal Policy,
taxation of social assistance recipients,Economic & Fiscal Policy,
taxation of soft drinks,Economic & Fiscal Policy,
taxation of specific bodies,Economic & Fiscal Policy,
taxation of speculation and capital outflow,Economic & Fiscal Policy,
taxation of spouses in family businesses,Economic & Fiscal Policy,
taxation of the rich vs social programs,Economic & Fiscal Policy,
taxation of tobacco and liquor products,Economic & Fiscal Policy,
taxation of tourism and entertainment expenses,Economic & Fiscal Policy,
taxation of travel expenses,Economic & Fiscal Policy,
taxation of trusts and capital gains,Economic & Fiscal Policy,
taxation of trusts and the 21-year rule,Economic & Fiscal Policy,
taxation of wealthy Canadians,Economic & Fiscal Policy,
taxation of welfare benefits,Economic & Fiscal Policy,
taxation of work related benefits,Economic & Fiscal Policy,
taxation of workers versus banks,Economic & Fiscal Policy,
taxation of workers versus corporations,Economic & Fiscal Policy,
taxation policy,Economic & Fiscal Policy,
taxation policy and government revenue,Economic & Fiscal Policy,
taxation policy and its impact on income inequality,Economic & Fiscal Policy,
taxation policy changes,Economic & Fiscal Policy,
taxation policy considerations,Economic & Fiscal Policy,
taxation policy details,Economic & Fiscal Policy,
taxation principles and public education,Economic & Fiscal Policy,
taxation reform and parliamentary procedure,Parliamentary Affairs,
taxation reform bill urgency,Economic & Fiscal Policy,
taxation reform white paper proposals,Economic & Fiscal Policy,
taxation relief for seniors,Social Policy,
taxation relief for workers and business,Economic & Fiscal Policy,
taxation statistics by income class,Economic & Fiscal Policy,
taxation system administration,Economic & Fiscal Policy,
taxation system equity,Economic & Fiscal Policy,
taxation system unfairness,Economic & Fiscal Policy,
taxation transitional provisions,Economic & Fiscal Policy,
taxation white paper and employment expenses,Economic & Fiscal Policy,
taxation white paper and government expenditure,Economic & Fiscal Policy,
taxation without representation,Economic & Fiscal Policy,
taxes on servicemen's flights home,Economic & Fiscal Policy,
taxi fares out of Malton,Government Operations & Ethics,
taxi monopoly at Toronto international airport,Trade & Industry,
taxi service contract at Whitehorse,Government Operations & Ethics,
taxpayer affairs and parliamentary conduct,Economic & Fiscal Policy,
taxpayer appeal process flexibility,Economic & Fiscal Policy,
taxpayer assessments and collection practices,Economic & Fiscal Policy,
taxpayer compliance and administration,Economic & Fiscal Policy,
taxpayer compliance for gasoline invoices,Economic & Fiscal Policy,
taxpayer confusion and dependence on professional help,Economic & Fiscal Policy,
taxpayer cost of vehicles,Economic & Fiscal Policy,
taxpayer discretion on expense deductibility,Economic & Fiscal Policy,
taxpayer dollar expenditure,Economic & Fiscal Policy,
taxpayer expense deduction rules,Economic & Fiscal Policy,
taxpayer fraud and privacy protection,"Justice, Rights & Immigration",
taxpayer funded political advertising,Government Operations & Ethics,
taxpayer funding for drug company research,Trade & Industry,
taxpayer harassment by revenue officers,Government Operations & Ethics,
taxpayer information for tax returns,Economic & Fiscal Policy,
taxpayer judicial appeal provisions,Economic & Fiscal Policy,
taxpayer legal costs in appeals,Economic & Fiscal Policy,
taxpayer letter about assessment delay,Economic & Fiscal Policy,
taxpayer model discrepancies,Economic & Fiscal Policy,
taxpayer money and government spending,Economic & Fiscal Policy,
taxpayer obligations for assessor office space,Government Operations & Ethics,
taxpayer payment during objection or appeal,Economic & Fiscal Policy,
taxpayer payments and government bungling,Economic & Fiscal Policy,
taxpayer personal information security,"Justice, Rights & Immigration",
taxpayer protection guidelines,Government Operations & Ethics,
taxpayer rights and bill of rights,"Justice, Rights & Immigration",
taxpayer rights and collection procedures,Economic & Fiscal Policy,
taxpayer rights and departmental rulings,Economic & Fiscal Policy,
taxpayer rights on disputed tax assessments,"Justice, Rights & Immigration",
taxpayer services for small businesses,Economic & Fiscal Policy,
taxpayer statistics and refunds,Economic & Fiscal Policy,
taxpayer subsidies and deficits,Economic & Fiscal Policy,
taxpayer treatment by revenue officials,Government Operations & Ethics,
taxpayer waiver of assessment reconsideration,Economic & Fiscal Policy,
taxpayer's share of partnership gifts,Economic & Fiscal Policy,
taxpayers' rights and declaration,Economic & Fiscal Policy,
teacher expense deductions for income tax,Economic & Fiscal Policy,
teacher income tax deductions for professional expenses,Economic & Fiscal Policy,
teacher orientation courses in northern territories,Indigenous & Northern Affairs,
teacher staffing and experience at Frobisher Bay,Social Policy,
teacher threats and commission inquiries,"Justice, Rights & Immigration",
teacher training for skilled trades,Social Policy,
teachers and unemployment insurance,Social Policy,
teachers' salaries in Germany and Belgium,Foreign Affairs & Defence,
teachers' unemployment insurance contributions,Social Policy,
teamsters' strike,Social Policy,
technical amendment to accounting practices,Economic & Fiscal Policy,
technical amendments to bill,Parliamentary Affairs,
technical committee for program specifics,Government Operations & Ethics,
technical facilities for educational broadcasting,Social Policy,
technical notes on child tax credit pre-payment,Economic & Fiscal Policy,
technicians strike safety measures,Government Operations & Ethics,
technological development and competitiveness,Trade & Industry,
technological innovations and working conditions,Trade & Industry,
technological sovereignty and imports,Trade & Industry,
teen unemployment figures,Social Policy,
teenage smoking and health care spending,Social Policy,
telecom industry jobs and sales to Mexico,Trade & Industry,
telecommunication expenses report,Government Operations & Ethics,
telecommunications bill and Canadian culture,Trade & Industry,
telecommunications company application to CRTC,Trade & Industry,
telecommunications facilities and used car sales,Trade & Industry,
telecommunications interconnection policy,Trade & Industry,
telecommunications legislation debate,Trade & Industry,
telecommunications legislation phase two,Trade & Industry,
telecommunications microwave installations modernization,Trade & Industry,
telecommunications network toll charges,Trade & Industry,
telecommunications policy and computer industry,Trade & Industry,
telecommunications policy timing,Government Operations & Ethics,
telecommunications rate review,Economic & Fiscal Policy,
telecommunications rates increase,Economic & Fiscal Policy,
telecommunications regulation and federal jurisdiction,Intergovernmental & Constitutional Affairs,
telecommunications regulation and policy,Trade & Industry,
telecommunications regulation and prairie phone lines,Trade & Industry,
telecommunications regulation by Quebec,Intergovernmental & Constitutional Affairs,
telecommunications regulatory service decentralization,Government Operations & Ethics,
telecommunications satellite project study,Trade & Industry,
telecommunications tower flying hazards study,Trade & Industry,
telegram concerning grace in a case,"Justice, Rights & Immigration",
telegram received by department,Government Operations & Ethics,
telegram to longshoremen,Parliamentary Affairs,
telegraph services and CP decision,Trade & Industry,
telephone accessibility for hearing impaired,Social Policy,
telephone answering service for MPs,Government Operations & Ethics,
telephone deregulation and job losses,Trade & Industry,
telephone expenses for new services,Government Operations & Ethics,
telephone installation charges and regulations,Trade & Industry,
telephone rates in large cities,Trade & Industry,
telephone system interference,"Justice, Rights & Immigration",
telephone tapping in parliament,"Justice, Rights & Immigration",
televised debate on police cost sharing,Parliamentary Affairs,
televised proceedings arrangements and costs,Parliamentary Affairs,
televising House of Assembly proceedings,Parliamentary Affairs,
televising House of Commons debates,Parliamentary Affairs,
televising House of Commons proceedings,Parliamentary Affairs,
televising House proceedings and procedure,Parliamentary Affairs,
televising National Football League games,Trade & Industry,
televising Senate proceedings,Parliamentary Affairs,
televising budget debate,Parliamentary Affairs,
televising committee meetings,Parliamentary Affairs,
televising constitution committee proceedings,Parliamentary Affairs,
televising house of commons proceedings,Parliamentary Affairs,
televising house proceedings,Parliamentary Affairs,
televising of House management committee,Parliamentary Affairs,
televising of House of Commons committees,Parliamentary Affairs,
